"explicitement"-adverb-fr "eksplicite"-adverb-eo
"héler"-verb-fr "krii"-verb-eo
"plori"-verb-eo "pleurer"-verb-fr
"pleurer"-verb-fr "plori"-verb-eo
"éclater"-verb-fr "krevi"-verb-eo
"éclater"-verb-fr "eksplodi"-verb-eo
"krevi"-verb-eo "éclater"-verb-fr
"eksplodi"-verb-eo "éclater"-verb-fr
"dispecigi"-verb-eo "catastropher"-verb-fr
"catastropher"-verb-fr "dispecigi"-verb-eo
"rompi"-verb-eo "briser"-verb-fr
"rompi"-verb-eo "rompre"-verb-fr
"briser"-verb-fr "rompi"-verb-eo
"rompre"-verb-fr "rompi"-verb-eo
"délier"-verb-fr "deĉenigi"-verb-eo
"deĉenigi"-verb-eo "délier"-verb-fr
"deĉenigi"-verb-eo "déchaîner"-verb-fr
"déchaîner"-verb-fr "deĉenigi"-verb-eo
"déclencher"-verb-fr "aktivigi"-verb-eo
"aktivigi"-verb-eo "déclencher"-verb-fr
"user"-verb-fr "uzi"-verb-eo
"uzi"-verb-eo "user"-verb-fr
"uzi"-verb-eo "utiliser"-verb-fr
"uzi"-verb-eo "employer"-verb-fr
"utiliser"-verb-fr "uzi"-verb-eo
"employer"-verb-fr "uzi"-verb-eo
"ŝiri"-verb-eo "déchirer"-verb-fr
"déchirer"-verb-fr "ŝiri"-verb-eo
"fendi"-verb-eo "fendre"-verb-fr
"fendre"-verb-fr "fendi"-verb-eo
"envoyer"-verb-fr "sendi"-verb-eo
"sendi"-verb-eo "envoyer"-verb-fr
"enŝipiĝi"-verb-eo "embarquer"-verb-fr
"embarquer"-verb-fr "enŝipiĝi"-verb-eo
"ligi"-verb-eo "lier"-verb-fr
"ligi"-verb-eo "rattacher"-verb-fr
"ligi"-verb-eo "relier"-verb-fr
"lier"-verb-fr "ligi"-verb-eo
"lier"-verb-fr "rilatigi"-verb-eo
"rattacher"-verb-fr "ligi"-verb-eo
"relier"-verb-fr "ligi"-verb-eo
"rilatigi"-verb-eo "lier"-verb-fr
"distingi"-verb-eo "distinguer"-verb-fr
"distinguer"-verb-fr "distingi"-verb-eo
"comparer"-verb-fr "kompari"-verb-eo
"kompari"-verb-eo "comparer"-verb-fr
"prezenti"-verb-eo "présenter"-verb-fr
"présenter"-verb-fr "prezenti"-verb-eo
"savi"-verb-eo "sauver"-verb-fr
"sauver"-verb-fr "savi"-verb-eo
"plier"-verb-fr "faldi"-verb-eo
"faldi"-verb-eo "plier"-verb-fr
"reprodukti"-verb-eo "reproduire"-verb-fr
"reproduire"-verb-fr "reprodukti"-verb-eo
"elpeli"-verb-eo "expulser"-verb-fr
"expulser"-verb-fr "elpeli"-verb-eo
"gvidi"-verb-eo "guider"-verb-fr
"guider"-verb-fr "gvidi"-verb-eo
"commencer"-verb-fr "komenci"-verb-eo
"commencer"-verb-fr "komenciĝi"-verb-eo
"komenci"-verb-eo "commencer"-verb-fr
"komenci"-verb-eo "démarrer"-verb-fr
"komenciĝi"-verb-eo "commencer"-verb-fr
"komenciĝi"-verb-eo "démarrer"-verb-fr
"démarrer"-verb-fr "komenci"-verb-eo
"démarrer"-verb-fr "komenciĝi"-verb-eo
"malfermi"-verb-eo "écarquiller"-verb-fr
"écarquiller"-verb-fr "malfermi"-verb-eo
"evoluigi"-verb-eo "dérouler"-verb-fr
"evoluigi"-verb-eo "développer"-verb-fr
"dérouler"-verb-fr "evoluigi"-verb-eo
"développer"-verb-fr "evoluigi"-verb-eo
"venki"-verb-eo "vaincre"-verb-fr
"vaincre"-verb-fr "venki"-verb-eo
"superi"-verb-eo "surmonter"-verb-fr
"superi"-verb-eo "surpasser"-verb-fr
"surmonter"-verb-fr "superi"-verb-eo
"surpasser"-verb-fr "superi"-verb-eo
"aimer"-verb-fr "ami"-verb-eo
"ami"-verb-eo "aimer"-verb-fr
"ŝati"-verb-eo "plaire"-verb-fr
"plaire"-verb-fr "ŝati"-verb-eo
"konkludi"-verb-eo "conclure"-verb-fr
"conclure"-verb-fr "konkludi"-verb-eo
"assurer"-verb-fr "certigi"-verb-eo
"certigi"-verb-eo "assurer"-verb-fr
"ŝanĝi"-verb-eo "troquer"-verb-fr
"ŝanĝi"-verb-eo "altérer"-verb-fr
"troquer"-verb-fr "ŝanĝi"-verb-eo
"altérer"-verb-fr "ŝanĝi"-verb-eo
"aldoni"-verb-eo "rajouter"-verb-fr
"rajouter"-verb-fr "aldoni"-verb-eo
"kompletigi"-verb-eo "compléter"-verb-fr
"compléter"-verb-fr "kompletigi"-verb-eo
"ĉirkaŭi"-verb-eo "contourner"-verb-fr
"ĉirkaŭi"-verb-eo "cercler"-verb-fr
"contourner"-verb-fr "ĉirkaŭi"-verb-eo
"cercler"-verb-fr "ĉirkaŭi"-verb-eo
"konverti"-verb-eo "convertir"-verb-fr
"convertir"-verb-fr "konverti"-verb-eo
"flirter"-verb-fr "flirti"-verb-eo
"flirti"-verb-eo "flirter"-verb-fr
"répondre"-verb-fr "respondi"-verb-eo
"respondi"-verb-eo "répondre"-verb-fr
"glisser"-verb-fr "gliti"-verb-eo
"gliti"-verb-eo "glisser"-verb-fr
"kunvoki"-verb-eo "convoquer"-verb-fr
"convoquer"-verb-fr "kunvoki"-verb-eo
"situi"-verb-eo "situer"-verb-fr
"situer"-verb-fr "situi"-verb-eo
"procesi"-verb-eo "inculper"-verb-fr
"inculper"-verb-fr "procesi"-verb-eo
"posedi"-verb-eo "posséder"-verb-fr
"posséder"-verb-fr "posedi"-verb-eo
"purigi"-verb-eo "nettoyer"-verb-fr
"purigi"-verb-eo "toiletter"-verb-fr
"nettoyer"-verb-fr "purigi"-verb-eo
"toiletter"-verb-fr "purigi"-verb-eo
"nourrir"-verb-fr "nutri"-verb-eo
"nutri"-verb-eo "nourrir"-verb-fr
"animi"-verb-eo "animer"-verb-fr
"animer"-verb-fr "animi"-verb-eo
"iri"-verb-eo "aller"-verb-fr
"aller"-verb-fr "iri"-verb-eo
"registri"-verb-eo "enregistrer"-verb-fr
"enregistrer"-verb-fr "registri"-verb-eo
"akceli"-verb-eo "accélérer"-verb-fr
"accélérer"-verb-fr "akceli"-verb-eo
"kuraĝigi"-verb-eo "encourager"-verb-fr
"encourager"-verb-fr "kuraĝigi"-verb-eo
"réveiller"-verb-fr "veki"-verb-eo
"veki"-verb-eo "réveiller"-verb-fr
"veki"-verb-eo "éveiller"-verb-fr
"éveiller"-verb-fr "veki"-verb-eo
"solidigi"-verb-eo "consolider"-verb-fr
"consolider"-verb-fr "solidigi"-verb-eo
"abîmer"-verb-fr "difekti"-verb-eo
"difekti"-verb-eo "abîmer"-verb-fr
"difekti"-verb-eo "avarier"-verb-fr
"difekti"-verb-eo "détraquer"-verb-fr
"avarier"-verb-fr "difekti"-verb-eo
"détraquer"-verb-fr "difekti"-verb-eo
"dépenser"-verb-fr "elspezi"-verb-eo
"elspezi"-verb-eo "dépenser"-verb-fr
"liberigi"-verb-eo "libérer"-verb-fr
"liberigi"-verb-eo "délivrer"-verb-fr
"libérer"-verb-fr "liberigi"-verb-eo
"délivrer"-verb-fr "liberigi"-verb-eo
"délivrer"-verb-fr "liveri"-verb-eo
"liveri"-verb-eo "délivrer"-verb-fr
"liveri"-verb-eo "livrer"-verb-fr
"liveri"-verb-eo "défausser"-verb-fr
"livrer"-verb-fr "liveri"-verb-eo
"défausser"-verb-fr "liveri"-verb-eo
"faire mal"-verb-fr "dolori"-verb-eo
"dolori"-verb-eo "faire mal"-verb-fr
"inversigi"-verb-eo "inverser"-verb-fr
"inverser"-verb-fr "inversigi"-verb-eo
"régir"-verb-fr "regi"-verb-eo
"regi"-verb-eo "régir"-verb-fr
"regi"-verb-eo "gouverner"-verb-fr
"gouverner"-verb-fr "regi"-verb-eo
"direkti"-verb-eo "diriger"-verb-fr
"diriger"-verb-fr "direkti"-verb-eo
"minaci"-verb-eo "menacer"-verb-fr
"menacer"-verb-fr "minaci"-verb-eo
"corder"-verb-fr "tordi"-verb-eo
"tordi"-verb-eo "corder"-verb-fr
"tordi"-verb-eo "tordre"-verb-fr
"tordi"-verb-eo "fausser"-verb-fr
"tordre"-verb-fr "tordi"-verb-eo
"fausser"-verb-fr "tordi"-verb-eo
"falsifier"-verb-fr "falsi"-verb-eo
"falsi"-verb-eo "falsifier"-verb-fr
"fortigi"-verb-eo "fortifier"-verb-fr
"fortifier"-verb-fr "fortigi"-verb-eo
"moderigi"-verb-eo "modérer"-verb-fr
"modérer"-verb-fr "moderigi"-verb-eo
"validigi"-verb-eo "valider"-verb-fr
"valider"-verb-fr "validigi"-verb-eo
"diri"-verb-eo "dire"-verb-fr
"dire"-verb-fr "diri"-verb-eo
"aliri"-verb-eo "accéder"-verb-fr
"accéder"-verb-fr "aliri"-verb-eo
"avoir"-verb-fr "havi"-verb-eo
"havi"-verb-eo "avoir"-verb-fr
"malakcepti"-verb-eo "refuser"-verb-fr
"refuser"-verb-fr "malakcepti"-verb-eo
"refuser"-verb-fr "rifuzi"-verb-eo
"rifuzi"-verb-eo "refuser"-verb-fr
"alfronti"-verb-eo "affronter"-verb-fr
"affronter"-verb-fr "alfronti"-verb-eo
"détester"-verb-fr "abomeni"-verb-eo
"abomeni"-verb-eo "détester"-verb-fr
"supporter"-verb-fr "elteni"-verb-eo
"elteni"-verb-eo "supporter"-verb-fr
"daŭri"-verb-eo "tarder"-verb-fr
"daŭri"-verb-eo "durer"-verb-fr
"tarder"-verb-fr "daŭri"-verb-eo
"durer"-verb-fr "daŭri"-verb-eo
"plilongigi"-verb-eo "prolonger"-verb-fr
"prolonger"-verb-fr "plilongigi"-verb-eo
"paroli"-verb-eo "parler"-verb-fr
"parler"-verb-fr "paroli"-verb-eo
"argumenti"-verb-eo "argumenter"-verb-fr
"argumenter"-verb-fr "argumenti"-verb-eo
"échauffer"-verb-fr "varmigi"-verb-eo
"varmigi"-verb-eo "échauffer"-verb-fr
"varmigi"-verb-eo "chauffer"-verb-fr
"chauffer"-verb-fr "varmigi"-verb-eo
"fabriki"-verb-eo "fabriquer"-verb-fr
"fabriquer"-verb-fr "fabriki"-verb-eo
"tacher"-verb-fr "makuli"-verb-eo
"makuli"-verb-eo "tacher"-verb-fr
"preferi"-verb-eo "préférer"-verb-fr
"préférer"-verb-fr "preferi"-verb-eo
"élargir"-verb-fr "vastigi"-verb-eo
"vastigi"-verb-eo "élargir"-verb-fr
"intituler"-verb-fr "titoli"-verb-eo
"titoli"-verb-eo "intituler"-verb-fr
"signifi"-verb-eo "signifier"-verb-fr
"signifier"-verb-fr "signifi"-verb-eo
"rajtigi"-verb-eo "autoriser"-verb-fr
"autoriser"-verb-fr "rajtigi"-verb-eo
"konsideri"-verb-eo "envisager"-verb-fr
"konsideri"-verb-eo "considérer"-verb-fr
"envisager"-verb-fr "konsideri"-verb-eo
"considérer"-verb-fr "konsideri"-verb-eo
"pensi"-verb-eo "penser"-verb-fr
"penser"-verb-fr "pensi"-verb-eo
"appareiller"-verb-fr "parigi"-verb-eo
"parigi"-verb-eo "appareiller"-verb-fr
"apartigi"-verb-eo "écarter"-verb-fr
"écarter"-verb-fr "apartigi"-verb-eo
"elmontri"-verb-eo "exhiber"-verb-fr
"exhiber"-verb-fr "elmontri"-verb-eo
"konfuzi"-verb-eo "confondre"-verb-fr
"confondre"-verb-fr "konfuzi"-verb-eo
"valori"-verb-eo "valoir"-verb-fr
"valoir"-verb-fr "valori"-verb-eo
"interdire"-verb-fr "malpermesi"-verb-eo
"malpermesi"-verb-eo "interdire"-verb-fr
"suffoquer"-verb-fr "sufoki"-verb-eo
"sufoki"-verb-eo "suffoquer"-verb-fr
"elstreki"-verb-eo "supprimer"-verb-fr
"supprimer"-verb-fr "elstreki"-verb-eo
"detrui"-verb-eo "détruire"-verb-fr
"détruire"-verb-fr "detrui"-verb-eo
"démolir"-verb-fr "malkonstrui"-verb-eo
"malkonstrui"-verb-eo "démolir"-verb-fr
"piquer"-verb-fr "piki"-verb-eo
"piki"-verb-eo "piquer"-verb-fr
"ripozi"-verb-eo "reposer"-verb-fr
"reposer"-verb-fr "ripozi"-verb-eo
"découper"-verb-fr "tranĉi"-verb-eo
"tranĉi"-verb-eo "découper"-verb-fr
"tranĉi"-verb-eo "sabrer"-verb-fr
"tranĉi"-verb-eo "inciser"-verb-fr
"tranĉi"-verb-eo "trancher"-verb-fr
"sabrer"-verb-fr "tranĉi"-verb-eo
"sabrer"-verb-fr "tondi"-verb-eo
"inciser"-verb-fr "tranĉi"-verb-eo
"inciser"-verb-fr "tondi"-verb-eo
"trancher"-verb-fr "tranĉi"-verb-eo
"trancher"-verb-fr "tondi"-verb-eo
"tondi"-verb-eo "sabrer"-verb-fr
"tondi"-verb-eo "inciser"-verb-fr
"tondi"-verb-eo "trancher"-verb-fr
"aiguiser"-verb-fr "akrigi"-verb-eo
"akrigi"-verb-eo "aiguiser"-verb-fr
"interrompre"-verb-fr "interrompi"-verb-eo
"interrompi"-verb-eo "interrompre"-verb-fr
"trouver"-verb-fr "trovi"-verb-eo
"trovi"-verb-eo "trouver"-verb-fr
"trovi"-verb-eo "rencontrer"-verb-fr
"trovi"-verb-eo "retrouver"-verb-fr
"rencontrer"-verb-fr "trovi"-verb-eo
"retrouver"-verb-fr "trovi"-verb-eo
"sieĝi"-verb-eo "assiéger"-verb-fr
"assiéger"-verb-fr "sieĝi"-verb-eo
"enrouler"-verb-fr "volvi"-verb-eo
"volvi"-verb-eo "enrouler"-verb-fr
"volvi"-verb-eo "envelopper"-verb-fr
"envelopper"-verb-fr "volvi"-verb-eo
"ricevi"-verb-eo "recevoir"-verb-fr
"recevoir"-verb-fr "ricevi"-verb-eo
"sanigi"-verb-eo "guérir"-verb-fr
"pendigi"-verb-eo "pendre"-verb-fr
"pendre"-verb-fr "pendigi"-verb-eo
"saluti"-verb-eo "saluer"-verb-fr
"saluer"-verb-fr "saluti"-verb-eo
"korpigi"-verb-eo "incarner"-verb-fr
"incarner"-verb-fr "korpigi"-verb-eo
"croiser"-verb-fr "kruci"-verb-eo
"croiser"-verb-fr "transiri"-verb-eo
"kruci"-verb-eo "croiser"-verb-fr
"transiri"-verb-eo "croiser"-verb-fr
"déguster"-verb-fr "gustumi"-verb-eo
"gustumi"-verb-eo "déguster"-verb-fr
"atenci"-verb-eo "attenter"-verb-fr
"attenter"-verb-fr "atenci"-verb-eo
"enlistigi"-verb-eo "enrôler"-verb-fr
"enrôler"-verb-fr "enlistigi"-verb-eo
"presi"-verb-eo "imprimer"-verb-fr
"presi"-verb-eo "empreindre"-verb-fr
"imprimer"-verb-fr "presi"-verb-eo
"empreindre"-verb-fr "presi"-verb-eo
"froti"-verb-eo "frotter"-verb-fr
"frotter"-verb-fr "froti"-verb-eo
"aŭdi"-verb-eo "écouter"-verb-fr
"écouter"-verb-fr "aŭdi"-verb-eo
"écouter"-verb-fr "aŭskulti"-verb-eo
"aŭskulti"-verb-eo "écouter"-verb-fr
"aligner"-verb-fr "vicigi"-verb-eo
"vicigi"-verb-eo "aligner"-verb-fr
"altiri"-verb-eo "attirer"-verb-fr
"attirer"-verb-fr "altiri"-verb-eo
"havigi"-verb-eo "fournir"-verb-fr
"fournir"-verb-fr "havigi"-verb-eo
"peti"-verb-eo "demander"-verb-fr
"demander"-verb-fr "peti"-verb-eo
"demander"-verb-fr "demandi"-verb-eo
"demandi"-verb-eo "demander"-verb-fr
"combattre"-verb-fr "batali"-verb-eo
"batali"-verb-eo "combattre"-verb-fr
"batali"-verb-eo "batailler"-verb-fr
"batailler"-verb-fr "batali"-verb-eo
"kiel"-preposition-eo "comme"-preposition-fr
"comme"-preposition-fr "kiel"-preposition-eo
"en tous les cas"-adverb-fr "ĉiuokaze"-adverb-eo
"ĉiuokaze"-adverb-eo "en tous les cas"-adverb-fr
"ĉiuokaze"-adverb-eo "en tout cas"-adverb-fr
"ĉiuokaze"-adverb-eo "dans tous les cas"-adverb-fr
"en tout cas"-adverb-fr "ĉiuokaze"-adverb-eo
"dans tous les cas"-adverb-fr "ĉiuokaze"-adverb-eo
"virtuale"-adverb-eo "virtuellement"-adverb-fr
"virtuellement"-adverb-fr "virtuale"-adverb-eo
"por la unua fojo"-adverb-eo "pour la première fois"-adverb-fr
"pour la première fois"-adverb-fr "por la unua fojo"-adverb-eo
"pour la première fois"-adverb-fr "unuafoje"-adverb-eo
"unuafoje"-adverb-eo "pour la première fois"-adverb-fr
"pour le moment"-adverb-fr "ĝis nun"-adverb-eo
"ĝis nun"-adverb-eo "pour le moment"-adverb-fr
"disqualification"-noun-fr "malkvalifiko"-noun-eo
"malkvalifiko"-noun-eo "disqualification"-noun-fr
"multilinguisme"-noun-fr "multlingvismo"-noun-eo
"multlingvismo"-noun-eo "multilinguisme"-noun-fr
"enterigo"-noun-eo "enterrement"-noun-fr
"enterrement"-noun-fr "enterigo"-noun-eo
"puriĝo"-noun-eo "purification"-noun-fr
"purification"-noun-fr "puriĝo"-noun-eo
"distraĵo"-noun-eo "étourderie"-noun-fr
"étourderie"-noun-fr "distraĵo"-noun-eo
"inefficacité"-noun-fr "neefiko"-noun-eo
"inefficacité"-noun-fr "senefiko"-noun-eo
"inefficacité"-noun-fr "neefikeco"-noun-eo
"inefficacité"-noun-fr "senefikeco"-noun-eo
"neefiko"-noun-eo "inefficacité"-noun-fr
"senefiko"-noun-eo "inefficacité"-noun-fr
"neefikeco"-noun-eo "inefficacité"-noun-fr
"senefikeco"-noun-eo "inefficacité"-noun-fr
"March"-properNoun-fr "March"-noun-eo
"March"-properNoun-fr "March"-properNoun-eo
"March"-noun-eo "March"-properNoun-fr
"March"-noun-eo "March"-noun-fr
"March"-properNoun-eo "March"-properNoun-fr
"March"-properNoun-eo "March"-noun-fr
"March"-noun-fr "March"-noun-eo
"March"-noun-fr "March"-properNoun-eo
"KD"-noun-eo "CD"-noun-fr
"CD"-noun-fr "KD"-noun-eo
"sorĉistino"-noun-eo "sorcière"-noun-fr
"sorcière"-noun-fr "sorĉistino"-noun-eo
"préfixe"-noun-fr "prefikso"-noun-eo
"prefikso"-noun-eo "préfixe"-noun-fr
"pacification"-noun-fr "pacigo"-noun-eo
"pacigo"-noun-eo "pacification"-noun-fr
"akordigo"-noun-eo "conciliation"-noun-fr
"conciliation"-noun-fr "akordigo"-noun-eo
"satisfaisant"-adjective-fr "kontentiga"-adjective-eo
"kontentiga"-adjective-eo "satisfaisant"-adjective-fr
"evolucia"-adjective-eo "évolutif"-adjective-fr
"évolutif"-adjective-fr "evolucia"-adjective-eo
"évolutif"-adjective-fr "evolua"-adjective-eo
"evolua"-adjective-eo "évolutif"-adjective-fr
"élitiste"-adjective-fr "elitisma"-adjective-eo
"elitisma"-adjective-eo "élitiste"-adjective-fr
"pharmaceutique"-adjective-fr "farmacia"-adjective-eo
"farmacia"-adjective-eo "pharmaceutique"-adjective-fr
"junulara"-adjective-eo "juvénile"-adjective-fr
"juvénile"-adjective-fr "junulara"-adjective-eo
"juvénile"-adjective-fr "junula"-adjective-eo
"junula"-adjective-eo "juvénile"-adjective-fr
"naskiĝi"-verb-eo "naître"-verb-fr
"naître"-verb-fr "naskiĝi"-verb-eo
"mortigi"-verb-eo "tuer"-verb-fr
"mortigi"-verb-eo "assommer"-verb-fr
"tuer"-verb-fr "mortigi"-verb-eo
"assommer"-verb-fr "mortigi"-verb-eo
"revivre"-verb-fr "revivi"-verb-eo
"revivi"-verb-eo "revivre"-verb-fr
"reagi"-verb-eo "réagir"-verb-fr
"réagir"-verb-fr "reagi"-verb-eo
"kopii"-verb-eo "copier"-verb-fr
"kopii"-verb-eo "recopier"-verb-fr
"copier"-verb-fr "kopii"-verb-eo
"recopier"-verb-fr "kopii"-verb-eo
"admoni"-verb-eo "chapitrer"-verb-fr
"chapitrer"-verb-fr "admoni"-verb-eo
"fakturi"-verb-eo "facturer"-verb-fr
"facturer"-verb-fr "fakturi"-verb-eo
"honorer"-verb-fr "honori"-verb-eo
"honori"-verb-eo "honorer"-verb-fr
"ouvrer"-verb-fr "plugi"-verb-eo
"plugi"-verb-eo "ouvrer"-verb-fr
"pentri"-verb-eo "peinturer"-verb-fr
"peinturer"-verb-fr "pentri"-verb-eo
"timi"-verb-eo "redouter"-verb-fr
"timi"-verb-eo "craindre"-verb-fr
"redouter"-verb-fr "timi"-verb-eo
"craindre"-verb-fr "timi"-verb-eo
"chambrer"-verb-fr "izoli"-verb-eo
"izoli"-verb-eo "chambrer"-verb-fr
"veti"-verb-eo "parier"-verb-fr
"veti"-verb-eo "miser"-verb-fr
"parier"-verb-fr "veti"-verb-eo
"miser"-verb-fr "veti"-verb-eo
"lacigi"-verb-eo "fatiguer"-verb-fr
"fatiguer"-verb-fr "lacigi"-verb-eo
"ekzisti"-verb-eo "exister"-verb-fr
"exister"-verb-fr "ekzisti"-verb-eo
"perfidi"-verb-eo "trahir"-verb-fr
"trahir"-verb-fr "perfidi"-verb-eo
"revi"-verb-eo "rêver"-verb-fr
"revi"-verb-eo "songer"-verb-fr
"rêver"-verb-fr "revi"-verb-eo
"songer"-verb-fr "revi"-verb-eo
"brodi"-verb-eo "broder"-verb-fr
"broder"-verb-fr "brodi"-verb-eo
"présider"-verb-fr "prezidi"-verb-eo
"prezidi"-verb-eo "présider"-verb-fr
"incarcérer"-verb-fr "enprizonigi"-verb-eo
"enprizonigi"-verb-eo "incarcérer"-verb-fr
"pluvi"-verb-eo "pleuvoir"-verb-fr
"pleuvoir"-verb-fr "pluvi"-verb-eo
"bégayer"-verb-fr "balbuti"-verb-eo
"balbuti"-verb-eo "bégayer"-verb-fr
"envii"-verb-eo "envier"-verb-fr
"envier"-verb-fr "envii"-verb-eo
"promeni"-verb-eo "promener"-verb-fr
"promener"-verb-fr "promeni"-verb-eo
"ridi"-verb-eo "rire"-verb-fr
"rire"-verb-fr "ridi"-verb-eo
"vomir"-verb-fr "vomi"-verb-eo
"vomi"-verb-eo "vomir"-verb-fr
"rougeâtre"-adjective-fr "ruĝeta"-adjective-eo
"ruĝeta"-adjective-eo "rougeâtre"-adjective-fr
"kuiri"-verb-eo "cuisiner"-verb-fr
"cuisiner"-verb-fr "kuiri"-verb-eo
"conquérir"-verb-fr "konkeri"-verb-eo
"konkeri"-verb-eo "conquérir"-verb-fr
"instrui"-verb-eo "enseigner"-verb-fr
"enseigner"-verb-fr "instrui"-verb-eo
"puni"-verb-eo "punir"-verb-fr
"punir"-verb-fr "puni"-verb-eo
"kombi"-verb-eo "coiffer"-verb-fr
"coiffer"-verb-fr "kombi"-verb-eo
"juxtaposer"-verb-fr "apudmeti"-verb-eo
"apudmeti"-verb-eo "juxtaposer"-verb-fr
"aboyer"-verb-fr "boji"-verb-eo
"boji"-verb-eo "aboyer"-verb-fr
"pravigi"-verb-eo "justifier"-verb-fr
"justifier"-verb-fr "pravigi"-verb-eo
"traduki"-verb-eo "traduire"-verb-fr
"traduire"-verb-fr "traduki"-verb-eo
"riĉigi"-verb-eo "enrichir"-verb-fr
"enrichir"-verb-fr "riĉigi"-verb-eo
"doti"-verb-eo "douer"-verb-fr
"doti"-verb-eo "doter"-verb-fr
"douer"-verb-fr "doti"-verb-eo
"doter"-verb-fr "doti"-verb-eo
"konsoli"-verb-eo "consoler"-verb-fr
"consoler"-verb-fr "konsoli"-verb-eo
"legi"-verb-eo "lire"-verb-fr
"lire"-verb-fr "legi"-verb-eo
"danser"-verb-fr "danci"-verb-eo
"danci"-verb-eo "danser"-verb-fr
"danci"-verb-eo "baller"-verb-fr
"baller"-verb-fr "danci"-verb-eo
"kovi"-verb-eo "couver"-verb-fr
"couver"-verb-fr "kovi"-verb-eo
"dependi"-verb-eo "dépendre"-verb-fr
"dépendre"-verb-fr "dependi"-verb-eo
"ĝisdatigi"-verb-eo "actualiser"-verb-fr
"actualiser"-verb-fr "ĝisdatigi"-verb-eo
"reformi"-verb-eo "réformer"-verb-fr
"réformer"-verb-fr "reformi"-verb-eo
"datiĝi"-verb-eo "dater"-verb-fr
"dater"-verb-fr "datiĝi"-verb-eo
"profundigi"-verb-eo "approfondir"-verb-fr
"approfondir"-verb-fr "profundigi"-verb-eo
"civilizi"-verb-eo "policer"-verb-fr
"civilizi"-verb-eo "civiliser"-verb-fr
"policer"-verb-fr "civilizi"-verb-eo
"civiliser"-verb-fr "civilizi"-verb-eo
"admiri"-verb-eo "admirer"-verb-fr
"admirer"-verb-fr "admiri"-verb-eo
"sidigi"-verb-eo "asseoir"-verb-fr
"asseoir"-verb-fr "sidigi"-verb-eo
"asseoir"-verb-fr "sidi"-verb-eo
"sidi"-verb-eo "asseoir"-verb-fr
"heredi"-verb-eo "hériter"-verb-fr
"hériter"-verb-fr "heredi"-verb-eo
"ori"-verb-eo "dorer"-verb-fr
"dorer"-verb-fr "ori"-verb-eo
"troigi"-verb-eo "exagérer"-verb-fr
"exagérer"-verb-fr "troigi"-verb-eo
"diferencigi"-verb-eo "différencier"-verb-fr
"différencier"-verb-fr "diferencigi"-verb-eo
"servi"-verb-eo "servir"-verb-fr
"servir"-verb-fr "servi"-verb-eo
"rideti"-verb-eo "sourire"-verb-fr
"sourire"-verb-fr "rideti"-verb-eo
"kudri"-verb-eo "coudre"-verb-fr
"coudre"-verb-fr "kudri"-verb-eo
"meriti"-verb-eo "mériter"-verb-fr
"mériter"-verb-fr "meriti"-verb-eo
"bruligi"-verb-eo "brûler"-verb-fr
"brûler"-verb-fr "bruligi"-verb-eo
"minimumigi"-verb-eo "minimiser"-verb-fr
"minimiser"-verb-fr "minimumigi"-verb-eo
"neŭtrigi"-verb-eo "neutraliser"-verb-fr
"neutraliser"-verb-fr "neŭtrigi"-verb-eo
"naĝi"-verb-eo "nager"-verb-fr
"nager"-verb-fr "naĝi"-verb-eo
"respekti"-verb-eo "respecter"-verb-fr
"respecter"-verb-fr "respekti"-verb-eo
"decidi"-verb-eo "décider"-verb-fr
"décider"-verb-fr "decidi"-verb-eo
"aparteni"-verb-eo "appartenir"-verb-fr
"appartenir"-verb-fr "aparteni"-verb-eo
"pesi"-verb-eo "peser"-verb-fr
"peser"-verb-fr "pesi"-verb-eo
"simpligi"-verb-eo "simplifier"-verb-fr
"simplifier"-verb-fr "simpligi"-verb-eo
"forpasi"-verb-eo "décéder"-verb-fr
"décéder"-verb-fr "forpasi"-verb-eo
"décéder"-verb-fr "morti"-verb-eo
"morti"-verb-eo "décéder"-verb-fr
"morti"-verb-eo "mourir"-verb-fr
"mourir"-verb-fr "morti"-verb-eo
"surpreni"-verb-eo "assumer"-verb-fr
"assumer"-verb-fr "surpreni"-verb-eo
"supposer"-verb-fr "supozi"-verb-eo
"supozi"-verb-eo "supposer"-verb-fr
"trinki"-verb-eo "boire"-verb-fr
"boire"-verb-fr "trinki"-verb-eo
"consulter"-verb-fr "konsulti"-verb-eo
"konsulti"-verb-eo "consulter"-verb-fr
"Candela"-properNoun-fr "Candela"-noun-eo
"Candela"-properNoun-fr "Candela"-properNoun-eo
"Candela"-noun-eo "Candela"-properNoun-fr
"Candela"-properNoun-eo "Candela"-properNoun-fr
"Carolina"-properNoun-eo "Carolina"-properNoun-fr
"Carolina"-properNoun-fr "Carolina"-properNoun-eo
"Adán"-properNoun-fr "Adán"-noun-eo
"Adán"-properNoun-fr "Adán"-properNoun-eo
"Adán"-noun-eo "Adán"-properNoun-fr
"Adán"-properNoun-eo "Adán"-properNoun-fr
"Adrià"-properNoun-fr "Adrià"-noun-eo
"Adrià"-properNoun-fr "Adrià"-properNoun-eo
"Adrià"-noun-eo "Adrià"-properNoun-fr
"Adrià"-properNoun-eo "Adrià"-properNoun-fr
"Adriana"-properNoun-eo "Adriana"-properNoun-fr
"Adriana"-properNoun-fr "Adriana"-properNoun-eo
"Aitor"-properNoun-eo "Aitor"-properNoun-fr
"Aitor"-properNoun-fr "Aitor"-properNoun-eo
